ID,Title,Date,Image_URL,Characters,Page_URL,arc_number,arc_name
1420,Seek And You Shall Find,"February 5, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-05-seek-and-you-shall-find.png,"demon, Eudoant, Keene",https://www.housepetscomic.com/comic/2018/02/05/seek-and-you-shall-find/,112.0,Temple Crashers 2: Oops
1421,Winner Winner,"February 7, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-07-winner-winner.png,"Grape, Jeeves, Maxwell, Peanut, Tarot",https://www.housepetscomic.com/comic/2018/02/07/winner-winner/,112.0,Temple Crashers 2: Oops
1422,Everybody’s Working For The Weekend,"February 9, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-09-everybodys-working-for-the-weekend.png,"demon, Eudoant, Keene",https://www.housepetscomic.com/comic/2018/02/09/everybodys-working-for-the-weekend/,112.0,Temple Crashers 2: Oops
1423,Chain Of Fools,"February 12, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-12-chain-of-fools.png,"demon, demons, Eudoant, Keene",https://www.housepetscomic.com/comic/2018/02/12/chain-of-fools/,112.0,Temple Crashers 2: Oops
1424,Like If U Cri Every Tine,"February 13, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-13-like-if-u-cri-every-tine-1.png,"Itsuki, Kevin, Roosevelt, Squeak",https://www.housepetscomic.com/comic/2018/02/13/like-if-u-cri-every-tine/,,
1425,To Cap It All Off,"February 14, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-14-to-cap-it-all-off.png,"demon, Eudoant, Keene",https://www.housepetscomic.com/comic/2018/02/14/to-cap-it-all-off/,112.0,Temple Crashers 2: Oops
1426,Beam Me Up,"February 16, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-16-beam-me-up.png,"Dallas, Fox, Joey, Peanut, Sabrina, Source of Unspeakable Power, The Forgotten",https://www.housepetscomic.com/comic/2018/02/16/beam-me-up/,112.0,Temple Crashers 2: Oops
1427,That Doesn’t Count,"February 19, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-19-that-doesnt-count.png,"Dallas, Fox, Grape, Karishad, Lester, Mungo, Peanut, Rufus, Source of Unspeakable Power, Tarot, The Forgotten",https://www.housepetscomic.com/comic/2018/02/19/that-doesnt-count/,112.0,Temple Crashers 2: Oops
1428,Imagine Sisyphus Happy,"February 21, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-21-imagine-sisyphus-happy.png,"demons, Keene",https://www.housepetscomic.com/comic/2018/02/21/imagine-sisyphus-happy/,113.0,Temple Crashers 2: Final Crashers
1429,Give The Devil His Due,"February 23, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-23-give-the-devil-his-due.png,"demon, Eudoant, Keene",https://www.housepetscomic.com/comic/2018/02/23/give-the-devil-his-due/,113.0,Temple Crashers 2: Final Crashers
1430,Problem Soliva,"February 26, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-26-problem-soliva.png,"demon, Eudoant, Keene",https://www.housepetscomic.com/comic/2018/02/26/problem-soliva/,113.0,Temple Crashers 2: Final Crashers
1431,I Would Go Most Anywhere,"February 28, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/02/2018-02-28-1-would-go-most-anywhere.png,"Breel, demon, Keene",https://www.housepetscomic.com/comic/2018/02/28/1-would-go-most-anywhere/,113.0,Temple Crashers 2: Final Crashers
1432,Teeth And Ambition,"March 2, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-02-the-strength-of-ambition.png,"Breel, Keene",https://www.housepetscomic.com/comic/2018/03/02/teeth-and-ambition/,113.0,Temple Crashers 2: Final Crashers
1433,I Need A Hero,"March 5, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-05-i-need-a-hero.png,"Great Kitsune, Res, Source of Unspeakable Power, Tarot, The Forgotten",https://www.housepetscomic.com/comic/2018/03/05/i-need-a-hero-2/,113.0,Temple Crashers 2: Final Crashers
1434,Of The Essence,"March 7, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-07-of-the-essence-1.png,"Great Kitsune, Res",https://www.housepetscomic.com/comic/2018/03/07/of-the-essence/,113.0,Temple Crashers 2: Final Crashers
1435,Tiger Tiger Burning Bright,"March 9, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-09-tiger-tiger-burning-bright.png,"Dallas, Grape, Karishad, Mungo, Res, Source of Unspeakable Power, Tarot, The Forgotten",https://www.housepetscomic.com/comic/2018/03/09/tiger-tiger-burning-bright/,113.0,Temple Crashers 2: Final Crashers
1436,Things Fall Apart,"March 12, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-12-things-fall-apart.png,"Dallas, Fox, Grape, Karishad, Mungo, Peanut, Tarot",https://www.housepetscomic.com/comic/2018/03/12/things-fall-apart-2/,113.0,Temple Crashers 2: Final Crashers
1437,I Thought That Was Lava,"March 14, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-14-i-thought-that-was-lava.png,"Res, Rufus, Spring, The Forgotten",https://www.housepetscomic.com/comic/2018/03/14/i-thought-that-was-lava/,113.0,Temple Crashers 2: Final Crashers
1438,Camel Case,"March 16, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-16-camel-case.png,"Sofia, Thomas",https://www.housepetscomic.com/comic/2018/03/16/camel-case/,113.0,Temple Crashers 2: Final Crashers
1439,Love Will Set You Free,"March 19, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-19-love-will-set-you-free.png,"Breel, demon, Keene",https://www.housepetscomic.com/comic/2018/03/19/love-will-set-you-free/,113.0,Temple Crashers 2: Final Crashers
1440,The Worms Crawl In,"March 21, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-21-the-worms-crawl-in.png,"Res, The Forgotten",https://www.housepetscomic.com/comic/2018/03/21/the-worms-crawl-in/,113.0,Temple Crashers 2: Final Crashers
1441,The Send Off,"March 23, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-23-the-send-off.png,"Breel, demon, demons, Eudoant, Keene, Res, The Forgotten",https://www.housepetscomic.com/comic/2018/03/23/the-send-off/,113.0,Temple Crashers 2: Final Crashers
1442,What Does A God Need With Ultimate Power,"March 26, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-26-what-does-a-god-need-with-ultimate-power.png,"Eudoant, Keene, Res, The Forgotten",https://www.housepetscomic.com/comic/2018/03/26/what-does-a-god-need-with-ultimate-power/,113.0,Temple Crashers 2: Final Crashers
1443,It’s Over(?),"March 28, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-28-its-over-1.png,"Keene, Res, The Forgotten",https://www.housepetscomic.com/comic/2018/03/28/its-over/,113.0,Temple Crashers 2: Final Crashers
1444,Goodbye,"March 30, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/03/2018-03-30-goodbye-1.png,"Breel, demon, Keene, Res, Rufus, Spring, Summer",https://www.housepetscomic.com/comic/2018/03/30/goodbye/,113.0,Temple Crashers 2: Final Crashers
1445,Rubble Rubble,"April 2, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-02-rubble-rubble.png,"Grape, Sofia, Thomas",https://www.housepetscomic.com/comic/2018/04/02/rubble-rubble/,113.0,Temple Crashers 2: Final Crashers
1446,"Rocks Fall, Everyone . . .","April 4, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-04-rocks-fall-everyone.png,"Breel, Keene, Maxwell, Res, Rufus, Summer",https://www.housepetscomic.com/comic/2018/04/04/rocks-fall-everyone/,113.0,Temple Crashers 2: Final Crashers
1447,The White Writer,"April 6, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-06-the-white-rider.png,"Grape, Peanut, Res",https://www.housepetscomic.com/comic/2018/04/06/the-white-rider/,114.0,Temple Crashers 2: Epilogue Crashers
1448,Home Again Home Again,"April 9, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-09-home-again-home-again.png,"Jessica, Karishad",https://www.housepetscomic.com/comic/2018/04/09/home-again-home-again-2/,114.0,Temple Crashers 2: Epilogue Crashers
1449,Pack Animals,"April 11, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-11-pack-animals.png,"Keene, Steward, Thomas",https://www.housepetscomic.com/comic/2018/04/11/pack-animals/,114.0,Temple Crashers 2: Epilogue Crashers
1450,Turn In Your Badger,"April 13, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-13-turn-in-your-badger.png,"Steward, Thomas",https://www.housepetscomic.com/comic/2018/04/13/turn-in-your-badger/,114.0,Temple Crashers 2: Epilogue Crashers
1451,We’re Gonna Vent Our Frustration,"April 16, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-16-were-gonna-vent-our-frustration.png,"Great Kitsune, King, Tarot",https://www.housepetscomic.com/comic/2018/04/16/were-gonna-vent-our-frustration/,114.0,Temple Crashers 2: Epilogue Crashers
1452,Hug It Out,"April 18, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-18-hug-it-out.png,"Great Kitsune, Peanut, Tarot",https://www.housepetscomic.com/comic/2018/04/18/hug-it-out/,114.0,Temple Crashers 2: Epilogue Crashers
1453,Speech Impediment,"April 20, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-20-speech-impediment.png,"audience, Keene",https://www.housepetscomic.com/comic/2018/04/20/speech-impediment-2/,114.0,Temple Crashers 2: Epilogue Crashers
1454,A Ferret Of The People,"April 23, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-23-a-ferret-of-the-people.png,"audience, Keene",https://www.housepetscomic.com/comic/2018/04/23/a-ferret-of-the-people/,114.0,Temple Crashers 2: Epilogue Crashers
1455,The More Things Change,"April 25, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-25-the-more-things-change.png,"audience, Duke, Jessica, Keene, Lana, Steward",https://www.housepetscomic.com/comic/2018/04/25/the-more-things-change-3/,114.0,Temple Crashers 2: Epilogue Crashers
1456,Telltale Fox,"April 27, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-27-telltale-fox.png,"Jessica, Karishad, Steward",https://www.housepetscomic.com/comic/2018/04/27/telltale-fox/,114.0,Temple Crashers 2: Epilogue Crashers
1457,Stranger Than Fiction,"April 30, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/04/2018-04-30-stranger-than-fiction.png,"Dallas, Joey, Lester, Res",https://www.housepetscomic.com/comic/2018/04/30/stranger-than-fiction/,114.0,Temple Crashers 2: Epilogue Crashers
1458,Showing Res-ponsibility,"May 2, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-02-showing-res-ponsibility.png,"Grape, Res",https://www.housepetscomic.com/comic/2018/05/02/showing-res-ponsibility/,114.0,Temple Crashers 2: Epilogue Crashers
1459,Give Up The Ghost,"May 4, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-04-give-up-the-ghost.png,"Breel, Cerberus, Keene",https://www.housepetscomic.com/comic/2018/05/04/give-up-the-ghost/,114.0,Temple Crashers 2: Epilogue Crashers
1460,Marta Con Carne,"May 7, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-07-marta-con-carne.png,"Breel, Cerberus, Keene",https://www.housepetscomic.com/comic/2018/05/07/marta-con-carne/,114.0,Temple Crashers 2: Epilogue Crashers
1461,A Life Well-Lived,"May 9, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-09-a-life-well-lived.png,"Breel, Keene",https://www.housepetscomic.com/comic/2018/05/09/a-life-well-lived/,114.0,Temple Crashers 2: Epilogue Crashers
1462,It’s Been Awhile,"May 11, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-11-its-been-awhile.png,"Breel, Cerberus, Keene",https://www.housepetscomic.com/comic/2018/05/11/its-been-awhile/,114.0,Temple Crashers 2: Epilogue Crashers
1463,Heaven On Earth,"May 14, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-14-heaven-on-earth.png,"Breel, Cerberus, Keene, Maxwell",https://www.housepetscomic.com/comic/2018/05/14/heaven-on-earth/,114.0,Temple Crashers 2: Epilogue Crashers
1464,Angels We Have Heard,"May 16, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-16-angels-we-have-heard.png,"Cerberus, Fox, Spring, Summer",https://www.housepetscomic.com/comic/2018/05/16/angels-we-have-heard/,114.0,Temple Crashers 2: Epilogue Crashers
1465,All Better,"May 18, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-18-all-better.png,"Fox, Mungo",https://www.housepetscomic.com/comic/2018/05/18/all-better/,114.0,Temple Crashers 2: Epilogue Crashers
1466,Don’t Read Into It,"May 21, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-21-dont-read-into-it.png,"Grape, Maxwell, Peanut, Rufus",https://www.housepetscomic.com/comic/2018/05/21/dont-read-into-it/,114.0,Temple Crashers 2: Epilogue Crashers
1467,I Said Don’t Read Into It,"May 23, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-23-i-said-dont-read-into-it.png,"Grape, Maxwell",https://www.housepetscomic.com/comic/2018/05/23/i-said-dont-read-into-it/,114.0,Temple Crashers 2: Epilogue Crashers
1468,Dish It Out,"May 25, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-25-dish-it-out-1.png,"Keene, Sabrina",https://www.housepetscomic.com/comic/2018/05/25/dish-it-out/,114.0,Temple Crashers 2: Epilogue Crashers
1469,Alternative Methods,"May 28, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-28-alternative-methods.png,"Craig, Draig, Keene, Sabrina",https://www.housepetscomic.com/comic/2018/05/28/alternative-methods/,114.0,Temple Crashers 2: Epilogue Crashers
1470,Mother Knows Best,"May 30, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-05-30-mother-knows-best.png,"Craig, Draig, Kix",https://www.housepetscomic.com/comic/2018/05/30/mother-knows-best/,114.0,Temple Crashers 2: Epilogue Crashers
1471,End Of Year Ten,"June 1, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/05/2018-06-01-end-of-year-ten.png,"Craig, Custom Ink, Jessica, Kix, Steward",https://www.housepetscomic.com/comic/2018/06/01/end-of-year-ten/,114.0,Temple Crashers 2: Epilogue Crashers
1472,Official Paperboard Presentation,"June 18, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/06/2018-06-18-official-paperboard-presentation.png,"""Four Finger Discount"" Jack, Lana, Poncho",https://www.housepetscomic.com/comic/2018/06/18/official-paperboard-presentation/,,
1473,Deal With The Devil,"June 20, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/06/2018-06-20-deal-with-the-devil.png,"""Four Finger Discount"" Jack, Lana, Poncho",https://www.housepetscomic.com/comic/2018/06/20/deal-with-the-devil/,,
1474,Future Sight,"June 22, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/06/2018-06-22-future-sight.png,"""Four Finger Discount"" Jack, Miles",https://www.housepetscomic.com/comic/2018/06/22/future-sight/,,
1475,Obvious Pink Floyd Reference,"June 25, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/06/2018-06-25-obvious-pink-floyd-reference.png,"Darth Vader Sanchez, Lucretia, Miles, North Star, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/06/25/obvious-pink-floyd-reference/,,
1476,Dances With Humans,"June 27, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/06/2018-06-27-dances-with-humans.png,"King, Miles",https://www.housepetscomic.com/comic/2018/06/27/dances-with-humans/,,
1477,The Fear Of Dog,"June 29, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/06/2018-06-29-the-fear-of-dog.png,"King, Miles",https://www.housepetscomic.com/comic/2018/06/29/the-fear-of-dog/,,
1478,Those Were The Good Ol Days,"July 2, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-02-those-were-the-good-ol-days-1.png,"Bailey, King, Olive",https://www.housepetscomic.com/comic/2018/07/02/those-were-the-good-ol-days/,,
1479,Nature Sounds,"July 4, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-04-nature-sounds.png,"Ace, Bailey, King, Miles, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/07/04/nature-sounds/,,
1480,The Hills Have Eyes,"July 6, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-06-the-hills-have-eyes.png,"Gale, Miles, Poncho",https://www.housepetscomic.com/comic/2018/07/06/the-hills-have-eyes/,,
1481,If You Like It Then You Shoulda Put Your Pee On It,"July 9, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-09-if-you-like-it-then-you-shoulda-put-your-pee-on-it.png,"Gale, Pueblo",https://www.housepetscomic.com/comic/2018/07/09/if-you-like-it-then-you-shoulda-put-your-pee-on-it/,,
1482,Blame It On The Alpha,"July 11, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-11-blame-it-on-the-alpha.png,"Daryl, King, Miles, Other Daryl",https://www.housepetscomic.com/comic/2018/07/11/blame-it-on-the-alpha/,,
1483,Pack Coordinateur,"July 13, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-13-pack-coordinateur.png,"Gale, North Star, Pueblo, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/07/13/pack-coordinateur/,,
1484,Take Out,"July 16, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-16-take-out.png,"""Four Finger Discount"" Jack, King",https://www.housepetscomic.com/comic/2018/07/16/take-out/,,
1485,Arm Yourself With Knowledge,"July 18, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-18-arm-yourself-with-knowledge.png,"""Four Finger Discount"" Jack, Darth Vader Sanchez, Daryl, North Star, Other Daryl, Poncho, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/07/18/arm-yourself-with-knowledge/,,
1486,Scre,"July 20, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-20-scre.png,"Daryl, Gale, North Star, Other Daryl, Poncho",https://www.housepetscomic.com/comic/2018/07/20/scre/,,
1487,Cave Of Wonders,"July 23, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-23-cave-of-wonders.png,"Daryl, Other Daryl",https://www.housepetscomic.com/comic/2018/07/23/cave-of-wonders/,,
1488,Vegans Taste Better,"July 25, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-25-vegans-taste-better.png,"Custom Ink, Darth Vader Sanchez, Rockstar Hawk, Zach",https://www.housepetscomic.com/comic/2018/07/25/vegans-taste-better/,,
1489,Innocent Questions,"July 27, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-27-innocent-questions.png,"Pueblo, Rockstar Hawk, Zach",https://www.housepetscomic.com/comic/2018/07/27/innocent-questions/,,
1490,Tools Of The Enemy,"July 30, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/07/2018-07-30-tools-of-the-enemy.png,"Daryl, Gale, Other Daryl, Pueblo, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/07/30/tools-of-the-enemy/,,
1491,Second Thoughts,"August 1, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-01-second-thoughts.png,"Darth Vader Sanchez, Daryl, Lucretia, Miles",https://www.housepetscomic.com/comic/2018/08/01/second-thoughts/,,
1492,Sneak Attack,"August 3, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-03-sneak-attack.png,"""Four Finger Discount"" Jack, Gale",https://www.housepetscomic.com/comic/2018/08/03/sneak-attack-2/,115.0,Call o' th' Wild
1493,Warmest Greetings,"August 6, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-06-warmest-greetings.png,"""Four Finger Discount"" Jack, Gale",https://www.housepetscomic.com/comic/2018/08/06/warmest-greetings/,115.0,Call o' th' Wild
1494,Circle Strafe,"August 8, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-08-circle-strafe.png,"""Four Finger Discount"" Jack, Gale",https://www.housepetscomic.com/comic/2018/08/08/circle-strafe/,115.0,Call o' th' Wild
1495,Trax Trix,"August 10, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-10-trax-trix.png,"Gale, North Star, Poncho, Pueblo",https://www.housepetscomic.com/comic/2018/08/10/trax-trix/,115.0,Call o' th' Wild
1496,Fair Play,"August 13, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-13-fair-play.png,"Gale, North Star, Poncho",https://www.housepetscomic.com/comic/2018/08/13/fair-play/,115.0,Call o' th' Wild
1497,By All Accounts It Doesnt Make Any Sense,"August 15, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-15-by-all-accounts-it-doesnt-make-any-sense.png,"Gale, North Star, Poncho",https://www.housepetscomic.com/comic/2018/08/15/by-all-accounts-it-doesnt-make-any-sense/,115.0,Call o' th' Wild
1498,Misty Watercolor Memories,"August 17, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-17-misty-watercolor-memories.png,"""Four Finger Discount"" Jack, Gale, Poncho, Uncle Deadeye",https://www.housepetscomic.com/comic/2018/08/17/misty-watercolor-memories/,115.0,Call o' th' Wild
1499,Friends With Benefit Of The Doubt,"August 20, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-20-friends-with-benefit-of-the-doubt.png,"Gale, North Star, Poncho, Pueblo",https://www.housepetscomic.com/comic/2018/08/20/friends-with-benefit-of-the-doubt/,115.0,Call o' th' Wild
1500,Disaster’s In The Air,"August 22, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-22-disasters-in-the-air.png,"Gale, North Star, Poncho",https://www.housepetscomic.com/comic/2018/08/22/disasters-in-the-air/,115.0,Call o' th' Wild
1501,Cupid’s Headlock,"August 24, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-24-cupids-headlock.png,"Gale, North Star, Poncho, Pueblo",https://www.housepetscomic.com/comic/2018/08/24/cupids-headlock/,115.0,Call o' th' Wild
1502,Concerned,"August 27, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-27-concerned.png,"King, Miles",https://www.housepetscomic.com/comic/2018/08/27/concerned-2/,115.0,Call o' th' Wild
1503,Defend The Perimeter,"August 29, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-29-defend-the-perimeter.png,"Gale, King, Lucretia, Miles",https://www.housepetscomic.com/comic/2018/08/29/defend-the-perimeter/,115.0,Call o' th' Wild
1504,Maybe We’ll Skip This One,"August 31, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/08/2018-08-31-maybe-well-skip-this-one.png,"Ace, Bailey, Gale, King, Olive",https://www.housepetscomic.com/comic/2018/08/31/maybe-well-skip-this-one/,115.0,Call o' th' Wild
1505,High And Low,"September 3, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-03-high-and-low.png,Miles,https://www.housepetscomic.com/comic/2018/09/03/high-and-low/,115.0,Call o' th' Wild
1506,Alone In The Dark,"September 5, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-05-alone-in-the-dark.png,"Gale, Miles",https://www.housepetscomic.com/comic/2018/09/05/alone-in-the-dark-3/,115.0,Call o' th' Wild
1507,Face Of The Enemy,"September 7, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-07-face-of-the-enemy.png,"Gale, Miles",https://www.housepetscomic.com/comic/2018/09/07/face-of-the-enemy/,115.0,Call o' th' Wild
1508,An Eloquent Observation,"September 10, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-10-an-eloquent-observation.png,"Gale, Lucretia, Miles",https://www.housepetscomic.com/comic/2018/09/10/an-eloquent-observation/,115.0,Call o' th' Wild
1509,Another Intermission,"September 12, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-12-another-intermission.png,,https://www.housepetscomic.com/comic/2018/09/12/another-intermission/,,
1510,Catamount An Attack,"September 14, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-14-catamount-an-attack.png,"""Four Finger Discount"" Jack, Darth Vader Sanchez, Daryl, Gale, Lucretia, Miles, Other Daryl",https://www.housepetscomic.com/comic/2018/09/14/catamount-an-attack/,115.0,Call o' th' Wild
1511,Don’t Mince Words,"September 17, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-17-dont-mince-words.png,"Gale, Miles",https://www.housepetscomic.com/comic/2018/09/17/dont-mince-words/,115.0,Call o' th' Wild
1512,Do It For The Team,"September 19, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-19-do-it-for-the-team.png,"Daryl, Gale, Miles, Pueblo",https://www.housepetscomic.com/comic/2018/09/19/do-it-for-the-team/,115.0,Call o' th' Wild
1513,Why Does Anyone Do Anything Really,"September 21, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-21-why-does-anyone-do-anything-really.png,"""Four Finger Discount"" Jack, Gale, Miles, Poncho",https://www.housepetscomic.com/comic/2018/09/21/why-does-anyone-do-anything-really/,115.0,Call o' th' Wild
1514,Slap Happy,"September 24, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-23-slap-happy.png,"Gale, Miles",https://www.housepetscomic.com/comic/2018/09/24/slap-happy/,115.0,Call o' th' Wild
1515,Throw Her To The Wolves,"September 26, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-26-throw-her-to-the-wolves.png,"Gale, Lucretia, Miles, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/09/26/throw-her-to-the-wolves/,115.0,Call o' th' Wild
1516,The Final Blow,"September 28, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-09-28-the-final-blow.png,"Darth Vader Sanchez, Gale, Miles, North Star, Rockstar Hawk",https://www.housepetscomic.com/comic/2018/09/28/the-final-blow/,115.0,Call o' th' Wild
1517,Predatory Business Practices,"October 1, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-10-01-predatory-business-practices.png,"Gale, Innocent Bystanders, Pueblo",https://www.housepetscomic.com/comic/2018/10/01/predatory-business-practices/,115.0,Call o' th' Wild
1518,Parent Teacher Association,"October 3, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/09/2018-10-03-parent-teacher-association.png,"Gale, Miles, Rockstar Hawk, Students",https://www.housepetscomic.com/comic/2018/10/03/parent-teacher-association/,115.0,Call o' th' Wild
1519,Employment Opportunities,"October 5, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-05-employment-opportunities.png,"""Four Finger Discount"" Jack, Daryl, Gale, Miles, Natalie, Other Daryl",https://www.housepetscomic.com/comic/2018/10/05/employment-opportunities/,115.0,Call o' th' Wild
1520,Talking To The Camera,"October 8, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-08-talking-to-the-camera.png,"Darth Vader Sanchez, Gale, Lucretia, Miles, Poncho, Wolves",https://www.housepetscomic.com/comic/2018/10/08/talking-to-the-camera/,115.0,Call o' th' Wild
1521,The Way To A Puma’s Heart,"October 10, 2018",https://www.housepetscomic.com/wp-content/uploads/2018/10/2018-10-10-the-way-to-a-pumas-heart.png,"Gale, Miles",https://www.housepetscomic.com/comic/2018/10/10/the-way-to-a-pumas-heart/,115.0,Call o' th' Wild
